nome,sobrenome,idade,sexo,compra,ano,pagamento
Arthur,Pereira,59,M,5526,2010,debito
Valentina,Soares,51,F,5652,2015,debito
Heloisa,Maia,66,F,1650,2007,dinheiro
Heitor,Maia,70,M,5441,2013,credito
Gael,Oliveira,22,M,5660,2007,credito
Helena,Souza,62,F,3490,2019,dinheiro
Samuel,Rodrigues,38,M,8920,2007,credito
Davi,Oliveira,54,M,3614,2009,dinheiro
Sophia,Soares,42,F,4363,2012,credito
Valentina,Alves,35,F,2195,2007,dinheiro
Maria,Gomes,56,F,1597,2008,credito
Heitor,Gomes,47,M,8359,2010,credito
Maria,Oliveira,19,F,8772,2009,credito
Gael,Souza,48,M,8430,2018,dinheiro
Valentina,Alves,31,F,9863,2013,dinheiro
Davi,Ribeiro,56,M,3009,2012,credito
Alice,Martins,45,F,806,2010,debito
Davi,Alves,40,M,9595,2019,dinheiro
Samuel,Ribeiro,52,M,9199,2015,credito
Bernardo,Pereira,55,M,5307,2009,credito
Theo,Silva,35,M,8637,2007,debito
Theo,Gomes,61,M,8257,2020,debito
Bernardo,Santos,51,M,7503,2017,dinheiro
Theo,Alves,63,M,8546,2011,dinheiro
Valentina,Maia,34,F,8937,2017,dinheiro
Heloisa,Alves,27,F,9654,2020,debito
Theo,Martins,42,M,1911,2014,debito
Maria,Santos,64,F,7458,2018,dinheiro
Maria,Maia,58,F,4887,2017,debito
Heitor,Soares,40,M,1605,2008,credito
Sophia,Alves,38,F,1447,2014,dinheiro
Bernardo,Martins,35,M,4111,2009,debito
Heitor,Soares,49,M,6885,2007,credito
Maria,Martins,31,F,5068,2016,debito
Arthur,Oliveira,36,M,7781,2020,credito
Heloisa,Silva,34,F,6524,2008,dinheiro
Valentina,Alves,51,F,2783,2008,dinheiro
Gabriel,Martins,36,M,3147,2011,debito
Sophia,Maia,42,F,6869,2006,credito
Theo,Soares,65,M,7812,2007,dinheiro
Arthur,Alves,22,M,4977,2020,debito
Theo,Alves,66,M,2755,2007,credito
Bernardo,Martins,25,M,7733,2007,debito
Theo,Silva,69,M,7581,2007,debito
Laura,Pereira,48,F,991,2020,debito
Gael,Oliveira,24,M,8504,2012,debito
Maria,Santos,43,F,5413,2007,credito
Heitor,Pereira,30,M,6013,2020,dinheiro
Heitor,Ribeiro,67,M,9107,2014,dinheiro
Davi,Silva,31,M,8815,2008,dinheiro
Samuel,Alves,67,M,9825,2015,credito
Alice,Alves,49,F,9584,2016,dinheiro
Bernardo,Pereira,55,M,2774,2017,credito
Samuel,Alves,32,M,4174,2008,credito
Samuel,Maia,61,M,2589,2009,dinheiro
Gabriel,Ribeiro,40,M,1245,2013,dinheiro
Laura,Alves,39,F,6615,2008,credito
Heloisa,Maia,42,F,7711,2015,credito
Maria,Maia,54,F,9565,2009,credito
Arthur,Gomes,63,M,3750,2012,dinheiro
Bernardo,Ferreira,59,M,7487,2016,credito
Alice,Oliveira,24,F,2120,2007,credito
Theo,Santos,53,M,7986,2013,credito
Valentina,Martins,57,F,9148,2014,debito
Valentina,Santos,69,F,5430,2009,debito
Gabriel,Maia,25,M,7967,2015,debito
Heitor,Ribeiro,62,M,5929,2011,dinheiro
Heitor,Rodrigues,40,M,5071,2018,debito
Heitor,Rodrigues,29,M,6128,2009,dinheiro
Samuel,Oliveira,40,M,874,2017,credito
Sophia,Martins,70,F,7102,2017,debito
Gael,Alves,56,M,6255,2006,credito
Miguel,Alves,19,M,2741,2011,dinheiro
Sophia,Santos,37,F,6355,2008,dinheiro
Bernardo,Rodrigues,25,M,5719,2020,credito
Helena,Alves,36,F,2662,2009,dinheiro
Gabriel,Santos,31,M,4437,2019,debito
Theo,Alves,45,M,3474,2009,dinheiro
Miguel,Soares,51,M,7193,2010,credito
Samuel,Ribeiro,54,M,4542,2005,credito
Gael,Maia,27,M,6782,2005,credito
Maria,Ferreira,50,F,7005,2007,dinheiro
Laura,Silva,46,F,8208,2014,credito
Laura,Alves,21,F,4759,2009,credito
Davi,Gomes,69,M,9028,2015,credito
Sophia,Maia,44,F,4012,2013,dinheiro
Gael,Ribeiro,50,M,6794,2013,credito
Theo,Santos,68,M,5358,2017,debito
Heitor,Gomes,51,M,9428,2009,debito
Heitor,Maia,45,M,4329,2009,debito
Gael,Martins,53,M,3694,2010,debito
Miguel,Soares,39,M,7738,2019,dinheiro
Heitor,Ribeiro,33,M,6515,2013,dinheiro
Gabriel,Alves,37,M,8294,2017,debito
Gael,Alves,49,M,5931,2015,dinheiro
Laura,Rodrigues,23,F,3783,2017,debito
Bernardo,Santos,67,M,4134,2018,credito
Davi,Souza,25,M,6447,2016,debito
Helena,Silva,20,F,7832,2017,dinheiro
Theo,Pereira,59,M,9506,2018,dinheiro
Arthur,Maia,65,M,6314,2008,dinheiro
Samuel,Alves,59,M,7544,2010,debito
Gael,Ferreira,48,M,692,2007,dinheiro
Heloisa,Rodrigues,54,F,3855,2017,dinheiro
Arthur,Ribeiro,28,M,6234,2018,debito
Valentina,Maia,49,F,2603,2020,credito
Valentina,Ribeiro,61,F,4392,2020,dinheiro
Sophia,Alves,69,F,5052,2011,credito
Samuel,Pereira,50,M,3446,2005,dinheiro
Bernardo,Santos,40,M,873,2011,debito
Maria,Alves,55,F,2262,2008,debito
Alice,Pereira,56,F,2790,2018,debito
Miguel,Ribeiro,70,M,7608,2020,dinheiro
Sophia,Alves,28,F,3040,2009,debito
Gael,Ferreira,54,M,8944,2016,dinheiro
Arthur,Gomes,66,M,929,2014,dinheiro
Davi,Maia,69,M,9439,2020,debito
Laura,Pereira,22,F,7182,2014,credito
Heitor,Santos,44,M,7197,2017,dinheiro
Heloisa,Alves,67,F,7360,2009,credito
Valentina,Oliveira,46,F,1666,2012,debito
Gael,Alves,30,M,6291,2015,dinheiro
Bernardo,Pereira,51,M,7830,2014,credito
Helena,Pereira,51,F,1645,2009,credito
Gael,Alves,21,M,6041,2016,credito
Gabriel,Martins,20,M,3998,2009,dinheiro
Arthur,Santos,59,M,6705,2018,credito
Gabriel,Alves,46,M,5088,2016,credito
Davi,Souza,61,M,2956,2017,debito
Maria,Ribeiro,52,F,2308,2019,dinheiro
Maria,Ribeiro,67,F,6347,2020,debito
Maria,Alves,29,F,1815,2013,credito
Arthur,Gomes,59,M,3795,2014,debito
Arthur,Martins,25,M,4256,2017,dinheiro
Helena,Martins,57,F,4300,2018,dinheiro
Arthur,Martins,67,M,3404,2018,credito
Gabriel,Oliveira,35,M,8774,2018,credito
Helena,Santos,29,F,5924,2006,dinheiro
Helena,Alves,35,F,4237,2012,credito
Alice,Ferreira,62,F,3084,2015,credito
Valentina,Souza,41,F,3279,2012,debito
Gael,Gomes,36,M,5597,2012,credito
Alice,Santos,42,F,1636,2017,credito
Heloisa,Oliveira,65,F,3410,2015,dinheiro
Davi,Ferreira,31,M,2766,2012,debito
Samuel,Oliveira,31,M,1165,2019,dinheiro
Heloisa,Ribeiro,43,F,8849,2011,dinheiro
Heitor,Gomes,46,M,3077,2011,credito
Miguel,Martins,50,M,1092,2005,credito
Heitor,Martins,36,M,1959,2006,credito
Heloisa,Santos,18,F,5437,2018,debito
Helena,Souza,64,F,6397,2007,debito
Samuel,Alves,30,M,821,2007,credito
Heloisa,Alves,21,F,6390,2007,debito
Samuel,Santos,20,M,4749,2013,debito
Sophia,Santos,54,F,3484,2008,dinheiro
Miguel,Gomes,64,M,2611,2014,credito
Gabriel,Rodrigues,29,M,4520,2013,dinheiro
Sophia,Santos,47,F,6952,2010,credito
Sophia,Silva,40,F,4860,2013,credito
Gabriel,Soares,21,M,3267,2015,credito
Gabriel,Gomes,44,M,7505,2005,debito
Samuel,Silva,49,M,7619,2015,debito
Heitor,Santos,27,M,1930,2017,dinheiro
Valentina,Maia,57,F,3512,2011,debito
Arthur,Oliveira,40,M,7604,2011,dinheiro
Samuel,Alves,19,M,7628,2020,dinheiro
Sophia,Ferreira,27,F,7687,2008,debito
Sophia,Souza,59,F,2996,2017,debito
Arthur,Soares,25,M,830,2009,dinheiro
Samuel,Ferreira,35,M,7506,2007,debito
Gabriel,Santos,23,M,3749,2018,debito
Sophia,Ribeiro,39,F,4138,2006,dinheiro
Valentina,Rodrigues,38,F,3545,2014,debito
Bernardo,Soares,62,M,7595,2014,dinheiro
Davi,Alves,35,M,5937,2005,dinheiro
Heitor,Maia,28,M,8751,2017,credito
Sophia,Martins,55,F,9298,2006,debito
Heitor,Ribeiro,48,M,1122,2014,credito
Valentina,Rodrigues,64,F,7958,2019,credito
Heloisa,Santos,28,F,8211,2020,debito
Arthur,Ferreira,68,M,599,2017,dinheiro
Samuel,Oliveira,29,M,9089,2011,credito
Bernardo,Martins,47,M,941,2007,credito
Gael,Maia,37,M,1779,2009,dinheiro
Theo,Rodrigues,39,M,1026,2009,debito
Helena,Santos,48,F,7995,2008,debito
Bernardo,Alves,28,M,5255,2011,credito
Heitor,Ferreira,47,M,4245,2018,credito
Helena,Rodrigues,55,F,2583,2007,credito
Sophia,Rodrigues,39,F,1809,2009,debito
Gael,Maia,22,M,1230,2005,credito
Helena,Ferreira,39,F,3077,2007,credito
Samuel,Silva,37,M,9206,2012,credito
Sophia,Ribeiro,50,F,8353,2006,debito
Heloisa,Alves,59,F,1037,2015,dinheiro
Davi,Rodrigues,41,M,9102,2016,credito
Heloisa,Soares,67,F,6161,2016,debito
Arthur,Ferreira,64,M,7766,2005,dinheiro
Valentina,Soares,65,F,2456,2015,credito
Arthur,Souza,33,M,840,2020,debito
Davi,Santos,18,M,2190,2008,credito
Bernardo,Pereira,21,M,6196,2008,dinheiro
Davi,Souza,63,M,1572,2013,debito
Theo,Martins,45,M,7124,2007,credito
Alice,Alves,33,F,3471,2008,debito
Bernardo,Martins,57,M,1369,2005,debito
Alice,Oliveira,42,F,7231,2005,debito
Valentina,Maia,29,F,5266,2009,credito
Laura,Ribeiro,57,F,4293,2014,credito
Helena,Alves,61,F,9078,2017,credito
Laura,Silva,41,F,4903,2018,debito
Gabriel,Silva,58,M,2178,2018,debito
Helena,Maia,70,F,2188,2020,credito
Arthur,Pereira,68,M,8834,2015,credito
Sophia,Pereira,41,F,8051,2017,credito
Heloisa,Ferreira,61,F,945,2019,debito
Arthur,Souza,33,M,2169,2008,debito
Arthur,Gomes,22,M,2031,2019,dinheiro
Alice,Gomes,68,F,8921,2019,dinheiro
Maria,Alves,43,F,2860,2012,credito
Davi,Silva,20,M,1874,2014,credito
Heloisa,Maia,50,F,6204,2010,debito
Davi,Alves,36,M,8736,2019,dinheiro
Bernardo,Alves,60,M,2062,2018,dinheiro
Gael,Oliveira,51,M,3996,2012,dinheiro
Gael,Ribeiro,51,M,4737,2005,dinheiro
Helena,Ribeiro,69,F,9880,2008,dinheiro
Samuel,Gomes,20,M,3414,2011,debito
Arthur,Ferreira,31,M,4347,2011,debito
Helena,Alves,36,F,4196,2009,dinheiro
Davi,Maia,40,M,572,2010,dinheiro
Heloisa,Souza,63,F,6362,2006,debito
Gael,Pereira,21,M,6519,2009,credito
Gael,Soares,36,M,8173,2005,credito
Arthur,Pereira,21,M,518,2014,credito
Bernardo,Alves,52,M,901,2012,debito
Sophia,Ferreira,58,F,4889,2011,credito
Bernardo,Pereira,34,M,4544,2012,dinheiro
Gael,Silva,32,M,2198,2019,dinheiro
Theo,Alves,45,M,4336,2019,credito
Maria,Martins,25,F,7273,2006,debito
Davi,Alves,34,M,1327,2017,debito
Maria,Soares,28,F,5502,2016,credito
Gabriel,Silva,40,M,5683,2015,dinheiro
Bernardo,Silva,32,M,8311,2010,credito
Davi,Martins,52,M,3997,2010,debito
Theo,Soares,50,M,987,2007,credito
Samuel,Martins,46,M,5956,2007,debito
Samuel,Rodrigues,67,M,5786,2014,dinheiro
Bernardo,Rodrigues,55,M,2994,2012,dinheiro
Samuel,Martins,39,M,1821,2018,credito
Maria,Silva,46,F,9851,2006,credito
Gabriel,Alves,44,M,7210,2014,debito
Miguel,Ribeiro,36,M,2732,2013,debito
Miguel,Souza,42,M,9674,2006,credito
Heloisa,Silva,65,F,7251,2010,debito
Gael,Martins,44,M,6361,2011,dinheiro
Laura,Alves,27,F,1569,2018,dinheiro
Arthur,Gomes,22,M,1474,2015,dinheiro
Samuel,Alves,21,M,3657,2019,dinheiro
Helena,Silva,62,F,4523,2014,credito
Maria,Maia,52,F,2339,2005,dinheiro
Maria,Rodrigues,50,F,6883,2015,debito
Valentina,Ribeiro,40,F,5288,2011,dinheiro
Miguel,Santos,22,M,7838,2008,credito
Gabriel,Gomes,28,M,3322,2006,debito
Helena,Oliveira,22,F,3890,2006,dinheiro
Bernardo,Alves,70,M,1517,2007,debito
Valentina,Silva,46,F,5522,2019,credito
Helena,Oliveira,60,F,8893,2013,credito
Gabriel,Silva,26,M,2105,2018,credito
Maria,Gomes,33,F,2991,2005,dinheiro
Maria,Maia,18,F,4349,2006,debito
Gael,Oliveira,19,M,3954,2019,debito
Davi,Gomes,51,M,636,2008,debito
Laura,Gomes,34,F,6776,2018,dinheiro
Helena,Maia,49,F,9745,2016,credito
Samuel,Oliveira,63,M,3575,2006,debito
Arthur,Ferreira,50,M,8987,2013,debito
Helena,Oliveira,62,F,595,2007,credito
Maria,Santos,28,F,1833,2009,credito
Valentina,Alves,45,F,7525,2012,dinheiro
Gabriel,Souza,61,M,5538,2015,credito
Gabriel,Alves,55,M,2136,2012,credito
Miguel,Souza,40,M,6916,2014,debito
Miguel,Ribeiro,54,M,8874,2017,debito
Arthur,Rodrigues,20,M,852,2008,credito
Helena,Gomes,37,F,7846,2018,debito
Heitor,Gomes,58,M,7410,2012,credito
Heloisa,Souza,37,F,8139,2005,dinheiro
Samuel,Martins,62,M,6401,2016,debito
Helena,Souza,61,F,5198,2008,dinheiro
Gael,Ferreira,67,M,8654,2018,credito
Laura,Souza,24,F,7227,2012,debito
Heloisa,Soares,55,F,6197,2014,credito
Arthur,Martins,27,M,4821,2014,credito
Theo,Rodrigues,52,M,9277,2012,debito
Gael,Oliveira,70,M,4218,2016,credito
Samuel,Martins,57,M,741,2007,dinheiro
Bernardo,Ferreira,58,M,3012,2006,dinheiro
Theo,Silva,63,M,8253,2020,debito
Laura,Ribeiro,66,F,5826,2018,credito
Davi,Pereira,41,M,7323,2007,dinheiro
Theo,Alves,52,M,8205,2009,dinheiro
Maria,Alves,26,F,8183,2018,debito
Gabriel,Silva,61,M,2529,2016,dinheiro
Bernardo,Pereira,37,M,2591,2006,debito
Gabriel,Soares,45,M,6743,2006,dinheiro
Laura,Martins,22,F,9979,2005,dinheiro
Samuel,Souza,39,M,9009,2019,credito
Gael,Maia,26,M,5862,2014,debito
Sophia,Oliveira,32,F,4964,2020,credito
Sophia,Souza,37,F,4133,2015,debito
Miguel,Pereira,33,M,6664,2010,credito
Valentina,Martins,28,F,3661,2010,debito
Gael,Souza,37,M,1310,2016,dinheiro
Heloisa,Alves,64,F,4082,2014,dinheiro
Maria,Ferreira,26,F,7185,2016,dinheiro
Gael,Santos,57,M,1962,2007,dinheiro
Theo,Rodrigues,21,M,9947,2017,debito
Alice,Alves,38,F,6890,2020,credito
Miguel,Alves,24,M,3294,2010,debito
Miguel,Gomes,39,M,4983,2019,debito
Arthur,Santos,60,M,6820,2013,debito
Bernardo,Ribeiro,64,M,5260,2010,dinheiro
Gael,Rodrigues,22,M,3555,2007,dinheiro
Samuel,Rodrigues,65,M,7762,2006,dinheiro
Laura,Ribeiro,40,F,8398,2019,debito
Alice,Souza,28,F,3336,2015,debito
Gael,Rodrigues,27,M,7520,2018,dinheiro
Valentina,Oliveira,59,F,9125,2010,debito
Valentina,Soares,63,F,7202,2008,debito
Davi,Ribeiro,64,M,9106,2009,credito
Laura,Maia,45,F,7029,2005,dinheiro
Maria,Pereira,42,F,9921,2016,credito
Davi,Oliveira,39,M,686,2018,dinheiro
Maria,Ferreira,56,F,4901,2017,debito
Laura,Oliveira,35,F,3713,2019,debito
Miguel,Oliveira,23,M,1939,2018,debito
Gabriel,Pereira,43,M,8178,2018,debito
Alice,Rodrigues,51,F,6535,2010,dinheiro
Miguel,Maia,46,M,2208,2019,debito
Theo,Alves,66,M,2546,2012,debito
Theo,Rodrigues,64,M,1870,2009,debito
Samuel,Santos,54,M,8400,2020,dinheiro
Arthur,Santos,64,M,2488,2008,debito
Gabriel,Rodrigues,60,M,5009,2020,credito
Helena,Ribeiro,69,F,2900,2020,debito
Maria,Gomes,47,F,9410,2005,credito
Valentina,Martins,27,F,3101,2012,dinheiro
Theo,Martins,60,M,9841,2014,debito
Heloisa,Martins,39,F,835,2016,debito
Alice,Ferreira,69,F,1118,2005,debito
Davi,Silva,35,M,2538,2019,debito
Bernardo,Pereira,35,M,587,2008,debito
Bernardo,Ribeiro,40,M,9673,2016,dinheiro
Samuel,Rodrigues,56,M,5452,2006,dinheiro
Laura,Martins,47,F,3147,2005,debito
Sophia,Ferreira,40,F,6718,2020,credito
Heloisa,Santos,23,F,2637,2008,debito
Heloisa,Alves,46,F,1842,2006,credito
Alice,Gomes,57,F,5248,2008,credito
Gabriel,Ribeiro,36,M,3180,2011,dinheiro
Valentina,Pereira,50,F,2762,2015,dinheiro
Samuel,Soares,50,M,2984,2019,debito
Heitor,Pereira,30,M,2590,2011,debito
Sophia,Maia,46,F,709,2017,credito
Maria,Soares,63,F,918,2013,debito
Theo,Pereira,57,M,9725,2020,dinheiro
Gael,Pereira,58,M,725,2008,dinheiro
Samuel,Alves,56,M,9020,2005,credito
Arthur,Soares,43,M,1864,2019,credito
Theo,Rodrigues,58,M,1174,2009,dinheiro
Helena,Rodrigues,51,F,6801,2008,debito
Heitor,Rodrigues,35,M,9004,2018,dinheiro
Arthur,Maia,63,M,2021,2018,credito
Maria,Soares,18,F,1013,2019,dinheiro
Maria,Ferreira,48,F,8900,2006,dinheiro
Arthur,Ribeiro,48,M,6040,2014,dinheiro
Helena,Soares,39,F,3783,2010,credito
Gabriel,Martins,45,M,3061,2019,debito
Heitor,Pereira,21,M,8437,2018,dinheiro
Alice,Silva,42,F,9164,2011,dinheiro
Heloisa,Alves,27,F,2505,2019,debito
Gael,Santos,70,M,8048,2010,dinheiro
Maria,Alves,68,F,3221,2007,credito
Alice,Ferreira,62,F,534,2007,credito
Helena,Martins,24,F,4941,2006,dinheiro
Laura,Santos,38,F,7781,2016,dinheiro
Helena,Rodrigues,24,F,4043,2013,credito
Maria,Martins,46,F,1307,2006,credito
Miguel,Gomes,42,M,2776,2010,debito
Heitor,Pereira,38,M,8522,2019,dinheiro
Miguel,Ribeiro,25,M,5833,2009,dinheiro
Theo,Pereira,32,M,4838,2010,dinheiro
Sophia,Silva,22,F,3897,2008,credito
Heloisa,Santos,57,F,5991,2012,dinheiro
Davi,Alves,44,M,6181,2014,credito
Valentina,Pereira,20,F,7453,2018,dinheiro
Samuel,Gomes,39,M,7790,2014,credito
Laura,Alves,34,F,4165,2008,debito
Theo,Soares,57,M,2588,2016,debito
Davi,Ribeiro,50,M,5310,2014,dinheiro
Gabriel,Silva,59,M,1035,2019,dinheiro
Laura,Martins,18,F,7851,2018,dinheiro
Theo,Ribeiro,19,M,1585,2014,dinheiro
Gael,Oliveira,37,M,4572,2012,credito
Arthur,Souza,48,M,6420,2007,dinheiro
Miguel,Pereira,46,M,3725,2016,credito
Heloisa,Rodrigues,65,F,8560,2018,dinheiro
Gael,Alves,49,M,1821,2007,credito
Maria,Soares,27,F,3524,2014,debito
Helena,Alves,70,F,5442,2019,credito
Theo,Silva,61,M,6781,2017,debito
Alice,Ribeiro,35,F,7430,2015,debito
Laura,Ribeiro,64,F,735,2012,debito
Maria,Souza,26,F,4078,2009,credito
Gael,Ribeiro,65,M,9532,2020,credito
Sophia,Rodrigues,45,F,8425,2014,credito
Davi,Silva,68,M,2934,2015,debito
Davi,Oliveira,56,M,5131,2017,debito
Maria,Soares,32,F,4490,2017,debito
Gabriel,Ribeiro,21,M,4166,2019,dinheiro
Gabriel,Silva,64,M,4924,2011,debito
Laura,Maia,21,F,9197,2019,dinheiro
Arthur,Gomes,18,M,2596,2017,debito
Arthur,Gomes,52,M,5146,2013,dinheiro
Gael,Ferreira,69,M,4036,2014,debito
Gabriel,Pereira,21,M,4144,2012,debito
Gael,Santos,37,M,1533,2010,dinheiro
Maria,Pereira,29,F,1723,2016,debito
Samuel,Oliveira,20,M,2307,2015,dinheiro
Laura,Pereira,43,F,9352,2009,dinheiro
Valentina,Alves,32,F,7473,2016,credito
Helena,Alves,35,F,7863,2018,dinheiro
Arthur,Oliveira,50,M,7047,2006,debito
Bernardo,Alves,50,M,9294,2018,credito
Heloisa,Ferreira,61,F,3726,2017,credito
Laura,Rodrigues,20,F,4847,2017,dinheiro
Heloisa,Santos,37,F,8174,2018,dinheiro
Heloisa,Ribeiro,38,F,5411,2020,credito
Theo,Martins,58,M,2289,2006,dinheiro
Davi,Martins,46,M,5359,2015,dinheiro
Helena,Maia,36,F,3503,2005,debito
Samuel,Ferreira,31,M,1054,2016,dinheiro
Gabriel,Ferreira,48,M,4008,2010,debito
Miguel,Santos,55,M,1415,2012,credito
Valentina,Ribeiro,44,F,9512,2020,dinheiro
Arthur,Ferreira,39,M,4474,2013,debito
Laura,Martins,34,F,7204,2005,credito
Sophia,Martins,50,F,3661,2014,credito
Maria,Soares,25,F,3235,2013,debito
Alice,Pereira,18,F,2496,2016,debito
Alice,Silva,22,F,4112,2020,dinheiro
Bernardo,Rodrigues,45,M,2917,2010,credito
Arthur,Santos,69,M,839,2018,credito
Alice,Alves,42,F,7654,2010,debito
Alice,Rodrigues,51,F,9132,2014,credito
Gabriel,Silva,59,M,1071,2018,credito
Samuel,Alves,64,M,5555,2016,dinheiro
Davi,Pereira,36,M,7292,2019,dinheiro
Laura,Rodrigues,39,F,3302,2014,credito
Bernardo,Martins,23,M,9089,2011,credito
Heloisa,Rodrigues,21,F,6867,2012,dinheiro
Bernardo,Santos,50,M,1831,2011,dinheiro
Gabriel,Ribeiro,21,M,556,2011,debito
Valentina,Silva,55,F,9943,2012,dinheiro
Theo,Souza,39,M,7274,2016,debito
Bernardo,Oliveira,44,M,7840,2007,dinheiro
Gael,Alves,37,M,9143,2007,dinheiro
Sophia,Rodrigues,21,F,6586,2005,credito
Gael,Ferreira,66,M,4943,2014,credito
Davi,Oliveira,55,M,8418,2008,credito
Bernardo,Ribeiro,57,M,6609,2011,credito
Bernardo,Gomes,26,M,8712,2006,dinheiro
Helena,Oliveira,24,F,2256,2013,dinheiro
Theo,Ribeiro,39,M,9989,2016,credito
Laura,Rodrigues,63,F,8544,2018,debito
Gael,Pereira,38,M,5423,2008,debito
Heloisa,Oliveira,37,F,8650,2005,credito
Gabriel,Oliveira,61,M,9364,2010,dinheiro
Sophia,Ribeiro,45,F,4629,2009,credito
Gabriel,Martins,56,M,2913,2015,credito
Maria,Alves,39,F,7881,2012,dinheiro
Heitor,Soares,60,M,1076,2012,dinheiro
Bernardo,Oliveira,45,M,9212,2005,dinheiro
Alice,Santos,25,F,7271,2018,dinheiro
Heloisa,Alves,68,F,1620,2009,debito
Gabriel,Santos,62,M,4987,2012,debito
Bernardo,Ferreira,29,M,1423,2016,credito
Gael,Pereira,41,M,1125,2007,debito
Valentina,Pereira,67,F,3638,2009,debito
Arthur,Maia,62,M,8557,2016,dinheiro
Helena,Souza,52,F,748,2008,credito
Laura,Alves,66,F,3961,2018,dinheiro
Valentina,Ribeiro,50,F,6712,2015,dinheiro
Valentina,Pereira,53,F,3078,2006,dinheiro
Helena,Gomes,30,F,7288,2009,dinheiro
Gabriel,Ribeiro,65,M,1606,2011,debito
Maria,Pereira,29,F,1296,2015,credito
Gabriel,Rodrigues,35,M,9095,2006,credito
Bernardo,Oliveira,31,M,1923,2005,dinheiro
Gael,Santos,56,M,5965,2014,debito
Heloisa,Ribeiro,60,F,8549,2013,dinheiro
Samuel,Oliveira,60,M,6943,2005,credito
Miguel,Soares,62,M,1111,2006,debito
Gael,Alves,55,M,2521,2007,debito
Heitor,Pereira,35,M,6100,2019,credito
Samuel,Silva,43,M,3340,2017,debito
Davi,Ferreira,46,M,5697,2005,credito
Miguel,Santos,38,M,1961,2020,dinheiro
Valentina,Alves,54,F,1220,2007,debito
Samuel,Souza,41,M,2056,2010,dinheiro
Laura,Gomes,31,F,682,2010,credito
Heloisa,Souza,56,F,536,2012,debito
Bernardo,Martins,30,M,4746,2013,debito
Laura,Soares,23,F,5652,2015,debito
Theo,Martins,22,M,9519,2020,dinheiro
Samuel,Soares,67,M,654,2018,debito
Theo,Alves,49,M,7462,2010,debito
Helena,Gomes,41,F,2763,2020,credito
Miguel,Oliveira,58,M,6967,2011,credito
Arthur,Soares,52,M,9824,2009,credito
Alice,Oliveira,24,F,7087,2012,dinheiro
Valentina,Alves,20,F,9223,2016,dinheiro
Bernardo,Ferreira,64,M,5967,2007,debito
Bernardo,Rodrigues,47,M,3268,2018,credito
Heitor,Alves,51,M,3344,2009,credito
Sophia,Alves,62,F,7914,2018,debito
Samuel,Soares,44,M,5540,2007,dinheiro
Helena,Pereira,47,F,1983,2020,credito
Arthur,Rodrigues,39,M,954,2007,dinheiro
Gael,Pereira,37,M,2110,2020,debito
Heitor,Rodrigues,46,M,7131,2015,credito
Valentina,Silva,55,F,2460,2012,debito
Heitor,Santos,29,M,9289,2007,credito
Maria,Ferreira,39,F,3060,2006,debito
Maria,Silva,39,F,6764,2011,credito
Samuel,Santos,26,M,9940,2005,dinheiro
Heloisa,Rodrigues,45,F,984,2011,dinheiro
Sophia,Soares,33,F,7873,2006,dinheiro
Bernardo,Soares,33,M,8393,2007,debito
Gabriel,Ferreira,57,M,7968,2017,credito
Arthur,Maia,38,M,7443,2009,credito
Arthur,Gomes,22,M,8001,2019,debito
Arthur,Santos,70,M,2990,2017,credito
Heitor,Pereira,52,M,6536,2013,debito
Valentina,Souza,42,F,8740,2019,credito
Davi,Maia,60,M,8846,2015,debito
Arthur,Alves,28,M,2885,2009,credito
Heitor,Souza,28,M,947,2014,dinheiro
Miguel,Ribeiro,26,M,3355,2019,dinheiro
Bernardo,Gomes,30,M,1194,2008,dinheiro
Gabriel,Pereira,20,M,9987,2009,credito
Gabriel,Ribeiro,57,M,2238,2017,dinheiro
Gael,Gomes,19,M,8024,2018,dinheiro
Gabriel,Pereira,67,M,9998,2016,debito
Gael,Rodrigues,37,M,9871,2015,credito
Davi,Silva,58,M,1677,2006,debito
Arthur,Soares,59,M,1142,2020,debito
Laura,Martins,44,F,6824,2016,dinheiro
Theo,Gomes,35,M,4971,2017,dinheiro
Heloisa,Ribeiro,20,F,5999,2015,credito
Laura,Ribeiro,57,F,944,2007,credito
Gael,Souza,48,M,7422,2018,credito
Heitor,Ferreira,32,M,688,2008,dinheiro
Heitor,Alves,20,M,2835,2014,dinheiro
Valentina,Santos,38,F,6750,2006,dinheiro
Davi,Souza,20,M,7042,2018,dinheiro
Valentina,Souza,40,F,534,2020,credito
Alice,Maia,45,F,5529,2009,credito
Alice,Oliveira,69,F,5026,2009,dinheiro
Bernardo,Oliveira,44,M,2431,2009,debito
Heloisa,Santos,47,F,5593,2007,debito
Helena,Santos,20,F,6814,2012,debito
Davi,Rodrigues,37,M,6442,2007,dinheiro
Gabriel,Santos,54,M,7886,2010,dinheiro
Maria,Rodrigues,63,F,4326,2005,credito
Alice,Silva,70,F,8862,2018,dinheiro
Heitor,Gomes,19,M,1462,2016,credito
Valentina,Santos,65,F,5073,2011,credito
Sophia,Santos,32,F,7946,2010,credito
Helena,Gomes,35,F,9148,2009,credito
Gabriel,Martins,26,M,7293,2008,dinheiro
Sophia,Alves,31,F,3948,2006,dinheiro
Alice,Maia,69,F,5720,2013,dinheiro
Arthur,Ferreira,51,M,4343,2018,dinheiro
Samuel,Oliveira,56,M,9627,2015,credito
Laura,Oliveira,57,F,4677,2016,dinheiro
